Category,DayOfWeek,Time,PdDistrict,Resolution
BURGLARY,Friday,04:27,TARAVAL,"ARREST, BOOKED"
LARCENY/THEFT,Friday,12:55,RICHMOND,NONE
LARCENY/THEFT,Tuesday,20:30,CENTRAL,NONE
NON-CRIMINAL,Wednesday,07:37,PARK,"ARREST, BOOKED"
VANDALISM,Wednesday,18:30,CENTRAL,NONE
LARCENY/THEFT,Tuesday,11:10,RICHMOND,NONE
VANDALISM,Saturday,11:00,RICHMOND,NONE
BURGLARY,Saturday,17:00,MISSION,NONE
NON-CRIMINAL,Saturday,20:30,INGLESIDE,NONE
DRUG/NARCOTIC,Friday,16:24,PARK,"ARREST, BOOKED"
LARCENY/THEFT,Wednesday,14:22,NORTHERN,"ARREST, BOOKED"
VEHICLE THEFT,Friday,23:45,MISSION,NONE
OTHER OFFENSES,Friday,12:00,INGLESIDE,NONE
ASSAULT,Sunday,16:18,SOUTHERN,"ARREST, BOOKED"
DRUG/NARCOTIC,Saturday,07:30,TENDERLOIN,"ARREST, BOOKED"
OTHER OFFENSES,Friday,22:31,PARK,NONE
ASSAULT,Wednesday,10:00,SOUTHERN,NONE
OTHER OFFENSES,Tuesday,01:41,TARAVAL,NONE
NON-CRIMINAL,Monday,14:30,TARAVAL,NONE
LARCENY/THEFT,Thursday,17:00,MISSION,NONE
NON-CRIMINAL,Wednesday,11:15,INGLESIDE,NONE
ASSAULT,Monday,22:25,NORTHERN,NONE
ASSAULT,Thursday,16:20,SOUTHERN,"ARREST, BOOKED"
LARCENY/THEFT,Thursday,12:00,CENTRAL,NONE
VANDALISM,Saturday,01:50,TARAVAL,"ARREST, BOOKED"
NON-CRIMINAL,Thursday,13:05,MISSION,NONE
VEHICLE THEFT,Sunday,09:51,BAYVIEW,"ARREST, BOOKED"
NON-CRIMINAL,Saturday,12:18,TENDERLOIN,NONE
NON-CRIMINAL,Tuesday,13:44,CENTRAL,NONE
LARCENY/THEFT,Sunday,22:30,NORTHERN,NONE
FORGERY/COUNTERFEITING,Saturday,13:30,SOUTHERN,"ARREST, BOOKED"
ASSAULT,Tuesday,17:50,INGLESIDE,"ARREST, BOOKED"
LARCENY/THEFT,Wednesday,12:30,PARK,NONE
OTHER OFFENSES,Wednesday,16:20,MISSION,NONE
OTHER OFFENSES,Tuesday,12:20,SOUTHERN,NONE
OTHER OFFENSES,Friday,10:20,NORTHERN,"ARREST, BOOKED"
PROSTITUTION,Friday,03:56,MISSION,NONE
LARCENY/THEFT,Wednesday,09:45,SOUTHERN,NONE
ASSAULT,Sunday,22:30,RICHMOND,"ARREST, BOOKED"
LARCENY/THEFT,Sunday,02:35,NORTHERN,NONE
WARRANTS,Monday,12:32,MISSION,"ARREST, BOOKED"
ASSAULT,Saturday,09:51,MISSION,"ARREST, BOOKED"
RECOVERED VEHICLE,Wednesday,23:45,RICHMOND,NONE
OTHER OFFENSES,Thursday,21:59,BAYVIEW,NONE
WARRANTS,Saturday,18:10,SOUTHERN,"ARREST, BOOKED"
LARCENY/THEFT,Thursday,12:10,SOUTHERN,NONE
NON-CRIMINAL,Monday,19:48,SOUTHERN,NONE
NON-CRIMINAL,Wednesday,10:27,RICHMOND,NONE
ASSAULT,Thursday,20:50,MISSION,"ARREST, BOOKED"
OTHER OFFENSES,Wednesday,08:13,SOUTHERN,"ARREST, BOOKED"
NON-CRIMINAL,Wednesday,19:47,TARAVAL,NONE
ASSAULT,Sunday,10:12,CENTRAL,"ARREST, BOOKED"
LARCENY/THEFT,Tuesday,12:06,SOUTHERN,NONE
DISORDERLY CONDUCT,Tuesday,06:05,TENDERLOIN,"ARREST, BOOKED"
NON-CRIMINAL,Wednesday,09:27,NORTHERN,NONE
WARRANTS,Wednesday,07:14,SOUTHERN,"ARREST, BOOKED"
SUSPICIOUS OCC,Wednesday,14:15,CENTRAL,NONE
LARCENY/THEFT,Friday,19:00,NORTHERN,NONE
STOLEN PROPERTY,Sunday,04:00,NORTHERN,"ARREST, BOOKED"
OTHER OFFENSES,Monday,23:46,NORTHERN,"ARREST, BOOKED"
OTHER OFFENSES,Saturday,23:32,TARAVAL,NONE
VEHICLE THEFT,Wednesday,23:00,MISSION,NONE
LARCENY/THEFT,Thursday,07:50,SOUTHERN,NONE
STOLEN PROPERTY,Tuesday,19:00,NORTHERN,"ARREST, BOOKED"
VANDALISM,Friday,12:00,NORTHERN,NONE
OTHER OFFENSES,Sunday,16:00,CENTRAL,NONE
ASSAULT,Sunday,17:25,TARAVAL,NONE
VANDALISM,Saturday,19:30,NORTHERN,NONE
LARCENY/THEFT,Sunday,00:01,SOUTHERN,NONE
LARCENY/THEFT,Wednesday,18:45,SOUTHERN,NONE
SECONDARY CODES,Saturday,00:01,CENTRAL,NONE
VEHICLE THEFT,Saturday,12:00,PARK,NONE
VEHICLE THEFT,Sunday,06:00,SOUTHERN,NONE
BURGLARY,Thursday,07:45,INGLESIDE,"ARREST, BOOKED"
MISSING PERSON,Wednesday,09:10,SOUTHERN,NONE
LARCENY/THEFT,Wednesday,19:00,INGLESIDE,NONE
VANDALISM,Friday,11:00,CENTRAL,NONE
SUSPICIOUS OCC,Friday,17:32,RICHMOND,NONE
ASSAULT,Tuesday,00:01,NORTHERN,NONE
ROBBERY,Tuesday,00:30,SOUTHERN,NONE
LARCENY/THEFT,Saturday,21:40,SOUTHERN,NONE
OTHER OFFENSES,Friday,19:12,RICHMOND,"ARREST, BOOKED"
BURGLARY,Saturday,21:21,SOUTHERN,NONE
OTHER OFFENSES,Thursday,17:56,CENTRAL,"ARREST, BOOKED"
OTHER OFFENSES,Thursday,18:59,SOUTHERN,"ARREST, BOOKED"
SUSPICIOUS OCC,Friday,16:32,BAYVIEW,NONE
VEHICLE THEFT,Sunday,21:00,RICHMOND,NONE
NON-CRIMINAL,Thursday,23:20,CENTRAL,NONE
ASSAULT,Wednesday,14:40,SOUTHERN,NONE
LARCENY/THEFT,Wednesday,20:00,RICHMOND,NONE
LARCENY/THEFT,Saturday,10:45,PARK,NONE
DRUG/NARCOTIC,Wednesday,03:54,TENDERLOIN,"ARREST, BOOKED"
ASSAULT,Thursday,13:19,SOUTHERN,"ARREST, BOOKED"
LARCENY/THEFT,Monday,18:00,TARAVAL,NONE
LARCENY/THEFT,Thursday,22:59,NORTHERN,NONE
NON-CRIMINAL,Saturday,21:00,NORTHERN,NONE
NON-CRIMINAL,Sunday,00:01,NORTHERN,NONE
LARCENY/THEFT,Tuesday,06:39,SOUTHERN,"ARREST, BOOKED"
NON-CRIMINAL,Friday,16:30,CENTRAL,NONE
LARCENY/THEFT,Sunday,21:00,CENTRAL,NONE
LARCENY/THEFT,Saturday,20:10,NORTHERN,NONE
LARCENY/THEFT,Saturday,23:00,SOUTHERN,NONE
OTHER OFFENSES,Saturday,02:00,RICHMOND,"ARREST, BOOKED"
NON-CRIMINAL,Saturday,18:42,PARK,NONE
WARRANTS,Saturday,11:30,NORTHERN,"ARREST, BOOKED"
LARCENY/THEFT,Monday,11:30,NORTHERN,NONE
LARCENY/THEFT,Saturday,14:32,TARAVAL,NONE
SUSPICIOUS OCC,Friday,14:00,NORTHERN,NONE
VEHICLE THEFT,Friday,20:00,TENDERLOIN,NONE
ASSAULT,Sunday,23:13,MISSION,NONE
OTHER OFFENSES,Friday,13:46,MISSION,"ARREST, BOOKED"
DRUG/NARCOTIC,Monday,15:55,SOUTHERN,"ARREST, BOOKED"
OTHER OFFENSES,Thursday,08:00,INGLESIDE,NONE
OTHER OFFENSES,Friday,22:00,NORTHERN,NONE
DRUNKENNESS,Saturday,12:50,NORTHERN,"ARREST, BOOKED"
VEHICLE THEFT,Wednesday,18:00,NORTHERN,NONE
LARCENY/THEFT,Wednesday,14:00,RICHMOND,NONE
LARCENY/THEFT,Friday,23:00,INGLESIDE,NONE
ASSAULT,Saturday,22:16,PARK,"ARREST, BOOKED"
TRESPASS,Wednesday,13:27,MISSION,NONE
NON-CRIMINAL,Monday,10:00,MISSION,NONE
LARCENY/THEFT,Sunday,02:00,SOUTHERN,NONE
NON-CRIMINAL,Thursday,06:14,NORTHERN,"ARREST, BOOKED"
BURGLARY,Tuesday,17:00,BAYVIEW,NONE
ASSAULT,Saturday,17:55,BAYVIEW,"ARREST, BOOKED"
OTHER OFFENSES,Sunday,16:10,TENDERLOIN,"ARREST, BOOKED"
ASSAULT,Saturday,21:35,MISSION,"ARREST, BOOKED"
LARCENY/THEFT,Thursday,18:20,PARK,NONE
LARCENY/THEFT,Tuesday,22:30,SOUTHERN,NONE
LARCENY/THEFT,Saturday,22:30,NORTHERN,NONE
WARRANTS,Saturday,16:35,MISSION,"ARREST, BOOKED"
SECONDARY CODES,Sunday,07:00,TARAVAL,NONE
NON-CRIMINAL,Tuesday,10:25,INGLESIDE,NONE
VANDALISM,Thursday,17:30,SOUTHERN,NONE
ROBBERY,Saturday,02:00,TENDERLOIN,"ARREST, BOOKED"
KIDNAPPING,Monday,20:02,CENTRAL,NONE
PROSTITUTION,Saturday,18:00,RICHMOND,NONE
LARCENY/THEFT,Friday,20:15,CENTRAL,NONE
ASSAULT,Friday,17:30,CENTRAL,NONE
LARCENY/THEFT,Sunday,10:30,CENTRAL,NONE
ASSAULT,Tuesday,09:15,CENTRAL,NONE
ASSAULT,Tuesday,17:00,BAYVIEW,"ARREST, BOOKED"
VANDALISM,Friday,18:50,PARK,NONE
WEAPON LAWS,Friday,18:21,INGLESIDE,"ARREST, BOOKED"
LARCENY/THEFT,Tuesday,14:30,SOUTHERN,NONE
VANDALISM,Thursday,18:00,SOUTHERN,NONE
ASSAULT,Sunday,11:30,SOUTHERN,"ARREST, BOOKED"
"SEX OFFENSES, FORCIBLE",Sunday,17:44,CENTRAL,"ARREST, BOOKED"
LARCENY/THEFT,Thursday,05:00,BAYVIEW,NONE
NON-CRIMINAL,Thursday,10:00,NORTHERN,NONE
BURGLARY,Thursday,18:00,TARAVAL,NONE
NON-CRIMINAL,Tuesday,01:45,TARAVAL,NONE
LARCENY/THEFT,Tuesday,20:55,MISSION,NONE
LARCENY/THEFT,Tuesday,15:30,CENTRAL,NONE
LARCENY/THEFT,Monday,11:00,PARK,NONE
OTHER OFFENSES,Sunday,08:10,INGLESIDE,"ARREST, BOOKED"
LARCENY/THEFT,Sunday,18:45,RICHMOND,NONE
LARCENY/THEFT,Sunday,16:05,SOUTHERN,NONE
NON-CRIMINAL,Sunday,17:05,NORTHERN,"ARREST, BOOKED"
LARCENY/THEFT,Tuesday,19:30,NORTHERN,NONE
ASSAULT,Saturday,23:47,TARAVAL,"ARREST, BOOKED"
OTHER OFFENSES,Thursday,15:25,INGLESIDE,NONE
NON-CRIMINAL,Friday,21:00,RICHMOND,NONE
LARCENY/THEFT,Monday,19:15,NORTHERN,NONE
ASSAULT,Tuesday,00:01,TARAVAL,NONE
LARCENY/THEFT,Sunday,11:30,CENTRAL,NONE
ASSAULT,Saturday,00:25,TARAVAL,"ARREST, BOOKED"
SUSPICIOUS OCC,Saturday,18:33,BAYVIEW,NONE
LARCENY/THEFT,Thursday,12:22,NORTHERN,NONE
OTHER OFFENSES,Tuesday,12:25,TARAVAL,"ARREST, BOOKED"
VEHICLE THEFT,Sunday,17:30,MISSION,NONE
NON-CRIMINAL,Monday,13:28,BAYVIEW,NONE
VEHICLE THEFT,Thursday,00:01,MISSION,NONE
ASSAULT,Friday,23:00,INGLESIDE,NONE
OTHER OFFENSES,Friday,19:50,MISSION,NONE
VANDALISM,Friday,18:00,NORTHERN,NONE
SUSPICIOUS OCC,Saturday,18:59,SOUTHERN,NONE
VANDALISM,Thursday,21:00,BAYVIEW,NONE
SECONDARY CODES,Sunday,18:20,TENDERLOIN,"ARREST, BOOKED"
LARCENY/THEFT,Wednesday,21:15,CENTRAL,NONE
ASSAULT,Wednesday,12:21,TENDERLOIN,"ARREST, BOOKED"
VANDALISM,Saturday,06:00,RICHMOND,NONE
LARCENY/THEFT,Thursday,19:31,NORTHERN,NONE
OTHER OFFENSES,Tuesday,03:42,MISSION,"ARREST, BOOKED"
NON-CRIMINAL,Friday,19:00,SOUTHERN,NONE
MISSING PERSON,Wednesday,22:00,INGLESIDE,NONE
NON-CRIMINAL,Saturday,04:29,RICHMOND,"ARREST, BOOKED"
LARCENY/THEFT,Tuesday,01:00,CENTRAL,NONE
BURGLARY,Friday,18:00,MISSION,NONE
VANDALISM,Thursday,17:00,RICHMOND,NONE
OTHER OFFENSES,Thursday,13:20,SOUTHERN,"ARREST, BOOKED"
SUSPICIOUS OCC,Sunday,06:40,TENDERLOIN,NONE
ASSAULT,Monday,08:45,BAYVIEW,"ARREST, BOOKED"
OTHER OFFENSES,Saturday,01:55,MISSION,NONE
SUSPICIOUS OCC,Friday,03:00,TENDERLOIN,NONE
ASSAULT,Thursday,18:36,TENDERLOIN,"ARREST, BOOKED"
VANDALISM,Sunday,10:40,MISSION,"ARREST, BOOKED"
VANDALISM,Saturday,22:00,SOUTHERN,NONE
VEHICLE THEFT,Friday,21:00,INGLESIDE,NONE
LARCENY/THEFT,Tuesday,19:30,TARAVAL,NONE
LARCENY/THEFT,Sunday,19:00,SOUTHERN,NONE
OTHER OFFENSES,Thursday,18:49,CENTRAL,"ARREST, BOOKED"
LARCENY/THEFT,Monday,17:00,PARK,NONE
OTHER OFFENSES,Friday,06:15,TARAVAL,NONE
LIQUOR LAWS,Tuesday,18:05,INGLESIDE,"ARREST, BOOKED"
LARCENY/THEFT,Saturday,14:43,NORTHERN,NONE
WARRANTS,Monday,17:51,INGLESIDE,"ARREST, BOOKED"
LARCENY/THEFT,Monday,16:15,PARK,NONE
ASSAULT,Thursday,18:00,BAYVIEW,NONE
BURGLARY,Wednesday,17:00,INGLESIDE,NONE
ROBBERY,Sunday,17:00,SOUTHERN,NONE
OTHER OFFENSES,Thursday,14:20,TARAVAL,NONE
NON-CRIMINAL,Wednesday,18:45,BAYVIEW,NONE
BURGLARY,Saturday,11:05,RICHMOND,NONE
OTHER OFFENSES,Tuesday,16:37,BAYVIEW,NONE
NON-CRIMINAL,Friday,09:10,SOUTHERN,NONE
NON-CRIMINAL,Friday,15:30,MISSION,NONE
FRAUD,Tuesday,17:30,CENTRAL,NONE
NON-CRIMINAL,Sunday,10:38,PARK,NONE
LARCENY/THEFT,Friday,23:30,BAYVIEW,NONE
OTHER OFFENSES,Saturday,22:00,BAYVIEW,NONE
LARCENY/THEFT,Friday,16:35,SOUTHERN,"ARREST, BOOKED"
WARRANTS,Wednesday,19:57,CENTRAL,"ARREST, BOOKED"
LARCENY/THEFT,Friday,21:10,TARAVAL,NONE
LARCENY/THEFT,Tuesday,13:00,RICHMOND,NONE
LARCENY/THEFT,Monday,16:26,SOUTHERN,"ARREST, BOOKED"
LARCENY/THEFT,Monday,15:00,CENTRAL,NONE
OTHER OFFENSES,Saturday,22:42,TARAVAL,"ARREST, BOOKED"
SUSPICIOUS OCC,Tuesday,13:55,SOUTHERN,NONE
OTHER OFFENSES,Saturday,13:49,SOUTHERN,"ARREST, BOOKED"
SUSPICIOUS OCC,Sunday,14:40,SOUTHERN,NONE
SUSPICIOUS OCC,Tuesday,11:00,RICHMOND,NONE
LARCENY/THEFT,Saturday,19:00,NORTHERN,NONE
SECONDARY CODES,Tuesday,17:07,MISSION,"ARREST, BOOKED"
ASSAULT,Tuesday,00:15,BAYVIEW,NONE
NON-CRIMINAL,Wednesday,20:10,SOUTHERN,NONE
VEHICLE THEFT,Wednesday,21:10,INGLESIDE,NONE
VANDALISM,Saturday,01:57,TARAVAL,"ARREST, BOOKED"
VEHICLE THEFT,Sunday,23:00,NORTHERN,NONE
NON-CRIMINAL,Tuesday,17:33,SOUTHERN,NONE
SUSPICIOUS OCC,Friday,15:28,SOUTHERN,NONE
ROBBERY,Saturday,05:55,SOUTHERN,NONE
LARCENY/THEFT,Saturday,10:30,SOUTHERN,NONE
VANDALISM,Saturday,19:30,NORTHERN,NONE
DRUG/NARCOTIC,Wednesday,18:14,SOUTHERN,"ARREST, BOOKED"
LARCENY/THEFT,Thursday,11:45,SOUTHERN,NONE
OTHER OFFENSES,Tuesday,18:30,INGLESIDE,"ARREST, BOOKED"
OTHER OFFENSES,Monday,05:13,NORTHERN,"ARREST, BOOKED"
LARCENY/THEFT,Thursday,14:56,TARAVAL,NONE
OTHER OFFENSES,Sunday,15:40,INGLESIDE,"ARREST, BOOKED"
NON-CRIMINAL,Thursday,10:00,NORTHERN,NONE
ASSAULT,Sunday,06:00,RICHMOND,"ARREST, BOOKED"
VEHICLE THEFT,Sunday,00:01,BAYVIEW,NONE
OTHER OFFENSES,Saturday,01:25,CENTRAL,"ARREST, BOOKED"
LARCENY/THEFT,Tuesday,00:01,INGLESIDE,NONE
OTHER OFFENSES,Thursday,21:04,TARAVAL,"ARREST, BOOKED"
OTHER OFFENSES,Saturday,12:00,TARAVAL,"ARREST, BOOKED"
OTHER OFFENSES,Wednesday,00:55,BAYVIEW,"ARREST, BOOKED"
VANDALISM,Monday,09:00,SOUTHERN,NONE
TRESPASS,Friday,16:30,CENTRAL,"ARREST, BOOKED"
TRESPASS,Friday,06:44,NORTHERN,"ARREST, BOOKED"
MISSING PERSON,Thursday,10:30,CENTRAL,NONE
OTHER OFFENSES,Monday,19:14,MISSION,"ARREST, BOOKED"
BURGLARY,Thursday,08:00,TENDERLOIN,NONE
ROBBERY,Saturday,23:25,TARAVAL,NONE
NON-CRIMINAL,Monday,11:00,CENTRAL,NONE
LARCENY/THEFT,Wednesday,17:00,RICHMOND,"ARREST, BOOKED"
LARCENY/THEFT,Monday,11:45,NORTHERN,NONE
LARCENY/THEFT,Saturday,08:30,SOUTHERN,NONE
NON-CRIMINAL,Wednesday,19:00,RICHMOND,NONE
OTHER OFFENSES,Tuesday,22:43,SOUTHERN,"ARREST, BOOKED"
OTHER OFFENSES,Wednesday,16:00,SOUTHERN,NONE
MISSING PERSON,Tuesday,20:00,BAYVIEW,NONE
DISORDERLY CONDUCT,Tuesday,04:30,SOUTHERN,NONE
BURGLARY,Monday,02:30,TARAVAL,NONE
NON-CRIMINAL,Saturday,01:00,BAYVIEW,NONE
FORGERY/COUNTERFEITING,Saturday,10:21,SOUTHERN,NONE
LARCENY/THEFT,Sunday,14:50,RICHMOND,NONE
LARCENY/THEFT,Friday,10:15,CENTRAL,NONE
ASSAULT,Friday,23:00,SOUTHERN,NONE
SUSPICIOUS OCC,Thursday,00:01,SOUTHERN,NONE
BURGLARY,Wednesday,21:00,CENTRAL,NONE
LARCENY/THEFT,Sunday,10:15,TARAVAL,NONE
FRAUD,Thursday,14:01,MISSION,"ARREST, BOOKED"
LARCENY/THEFT,Monday,08:00,MISSION,NONE
BURGLARY,Thursday,12:08,MISSION,"ARREST, BOOKED"
WEAPON LAWS,Thursday,14:00,NORTHERN,"ARREST, BOOKED"
VANDALISM,Friday,12:27,MISSION,"ARREST, BOOKED"
MISSING PERSON,Saturday,00:01,NORTHERN,NONE
VEHICLE THEFT,Tuesday,18:00,MISSION,NONE
LARCENY/THEFT,Friday,21:00,NORTHERN,NONE
BURGLARY,Sunday,02:45,CENTRAL,NONE
NON-CRIMINAL,Thursday,10:00,PARK,NONE
BURGLARY,Monday,21:05,NORTHERN,NONE
BURGLARY,Tuesday,04:30,SOUTHERN,NONE
NON-CRIMINAL,Thursday,12:00,TENDERLOIN,NONE
DRUG/NARCOTIC,Wednesday,16:30,TENDERLOIN,NONE
MISSING PERSON,Tuesday,11:30,MISSION,NONE
OTHER OFFENSES,Sunday,21:02,MISSION,"ARREST, BOOKED"
KIDNAPPING,Sunday,02:30,BAYVIEW,NONE
LARCENY/THEFT,Monday,20:30,NORTHERN,NONE
SECONDARY CODES,Wednesday,11:32,NORTHERN,NONE
OTHER OFFENSES,Friday,15:00,TARAVAL,NONE
LARCENY/THEFT,Monday,19:30,SOUTHERN,NONE
LARCENY/THEFT,Thursday,20:00,TARAVAL,NONE
LARCENY/THEFT,Wednesday,15:00,SOUTHERN,NONE
OTHER OFFENSES,Tuesday,10:21,SOUTHERN,"ARREST, BOOKED"
BURGLARY,Friday,19:30,SOUTHERN,NONE
NON-CRIMINAL,Monday,20:30,TARAVAL,NONE
OTHER OFFENSES,Thursday,04:49,INGLESIDE,"ARREST, BOOKED"
VANDALISM,Thursday,01:15,CENTRAL,NONE
FORGERY/COUNTERFEITING,Tuesday,13:56,MISSION,"ARREST, BOOKED"
OTHER OFFENSES,Friday,12:00,SOUTHERN,NONE
NON-CRIMINAL,Sunday,17:00,INGLESIDE,NONE
NON-CRIMINAL,Sunday,16:46,TARAVAL,NONE
OTHER OFFENSES,Tuesday,00:26,CENTRAL,"ARREST, BOOKED"
VEHICLE THEFT,Friday,23:30,SOUTHERN,NONE
OTHER OFFENSES,Wednesday,15:52,BAYVIEW,NONE
STOLEN PROPERTY,Friday,22:55,TENDERLOIN,"ARREST, BOOKED"
LARCENY/THEFT,Saturday,19:00,NORTHERN,NONE
NON-CRIMINAL,Friday,21:30,NORTHERN,NONE
LARCENY/THEFT,Wednesday,17:10,MISSION,NONE
TRESPASS,Saturday,07:00,TARAVAL,NONE
NON-CRIMINAL,Thursday,02:00,MISSION,NONE
LARCENY/THEFT,Thursday,19:00,CENTRAL,NONE
ASSAULT,Monday,19:14,BAYVIEW,"ARREST, BOOKED"
NON-CRIMINAL,Wednesday,15:05,CENTRAL,"ARREST, BOOKED"
LARCENY/THEFT,Wednesday,13:00,CENTRAL,NONE
FORGERY/COUNTERFEITING,Tuesday,16:46,NORTHERN,NONE
ASSAULT,Wednesday,09:45,BAYVIEW,NONE
NON-CRIMINAL,Monday,16:15,BAYVIEW,NONE
OTHER OFFENSES,Tuesday,00:01,RICHMOND,NONE
BURGLARY,Saturday,01:03,SOUTHERN,NONE
OTHER OFFENSES,Sunday,17:00,TENDERLOIN,NONE
ROBBERY,Sunday,22:59,CENTRAL,NONE
OTHER OFFENSES,Monday,12:40,BAYVIEW,"ARREST, BOOKED"
LARCENY/THEFT,Saturday,15:40,MISSION,NONE
LARCENY/THEFT,Sunday,16:45,RICHMOND,NONE
NON-CRIMINAL,Sunday,08:30,INGLESIDE,NONE
NON-CRIMINAL,Friday,08:45,CENTRAL,NONE
LARCENY/THEFT,Friday,22:53,SOUTHERN,NONE
BURGLARY,Saturday,02:40,CENTRAL,"ARREST, BOOKED"
SECONDARY CODES,Friday,18:00,CENTRAL,NONE
WARRANTS,Monday,15:14,NORTHERN,"ARREST, BOOKED"
DRUG/NARCOTIC,Tuesday,10:20,NORTHERN,"ARREST, BOOKED"
VANDALISM,Saturday,01:20,CENTRAL,"ARREST, BOOKED"
ASSAULT,Friday,08:46,BAYVIEW,NONE
ROBBERY,Friday,12:00,MISSION,NONE
BURGLARY,Sunday,16:55,SOUTHERN,NONE
VEHICLE THEFT,Saturday,11:00,MISSION,NONE
LARCENY/THEFT,Saturday,18:45,RICHMOND,NONE
LARCENY/THEFT,Thursday,08:00,CENTRAL,NONE
LARCENY/THEFT,Sunday,10:00,MISSION,"ARREST, BOOKED"
VANDALISM,Wednesday,20:00,RICHMOND,NONE
ASSAULT,Friday,07:50,CENTRAL,"ARREST, BOOKED"
LARCENY/THEFT,Friday,10:15,SOUTHERN,NONE
VEHICLE THEFT,Monday,20:00,INGLESIDE,NONE
LARCENY/THEFT,Saturday,23:00,SOUTHERN,NONE
NON-CRIMINAL,Sunday,22:55,MISSION,NONE
DRUG/NARCOTIC,Friday,18:17,MISSION,"ARREST, BOOKED"
SECONDARY CODES,Friday,09:00,PARK,NONE
NON-CRIMINAL,Sunday,00:01,NORTHERN,NONE
VEHICLE THEFT,Tuesday,20:00,PARK,NONE
NON-CRIMINAL,Tuesday,13:03,CENTRAL,NONE
ASSAULT,Friday,08:31,INGLESIDE,NONE
VANDALISM,Wednesday,17:30,BAYVIEW,NONE
OTHER OFFENSES,Monday,14:30,SOUTHERN,NONE
WARRANTS,Friday,06:05,PARK,"ARREST, BOOKED"
WARRANTS,Sunday,19:34,SOUTHERN,NONE
NON-CRIMINAL,Friday,11:00,TENDERLOIN,NONE
VEHICLE THEFT,Friday,07:30,CENTRAL,NONE
NON-CRIMINAL,Thursday,13:00,MISSION,NONE
LARCENY/THEFT,Friday,13:20,NORTHERN,NONE
ROBBERY,Friday,14:50,SOUTHERN,NONE
OTHER OFFENSES,Tuesday,21:45,SOUTHERN,NONE
LARCENY/THEFT,Monday,19:30,NORTHERN,NONE
SUSPICIOUS OCC,Friday,20:54,TENDERLOIN,NONE
OTHER OFFENSES,Tuesday,03:32,SOUTHERN,"ARREST, BOOKED"
SECONDARY CODES,Monday,14:00,TARAVAL,NONE
OTHER OFFENSES,Monday,18:06,INGLESIDE,"ARREST, BOOKED"
BURGLARY,Saturday,10:00,SOUTHERN,NONE
VANDALISM,Sunday,21:00,INGLESIDE,NONE
NON-CRIMINAL,Saturday,02:00,MISSION,NONE
NON-CRIMINAL,Wednesday,01:00,INGLESIDE,NONE
LARCENY/THEFT,Friday,17:00,CENTRAL,NONE
WARRANTS,Saturday,14:53,TARAVAL,"ARREST, BOOKED"
LARCENY/THEFT,Friday,14:30,NORTHERN,NONE
LARCENY/THEFT,Monday,19:35,CENTRAL,NONE
LARCENY/THEFT,Sunday,20:18,CENTRAL,NONE
WEAPON LAWS,Tuesday,23:51,BAYVIEW,NONE
ROBBERY,Friday,22:45,NORTHERN,NONE
LARCENY/THEFT,Wednesday,12:00,NORTHERN,NONE
LARCENY/THEFT,Wednesday,13:30,RICHMOND,NONE
SECONDARY CODES,Tuesday,08:00,SOUTHERN,NONE
LARCENY/THEFT,Thursday,19:40,TARAVAL,NONE
FRAUD,Tuesday,12:00,INGLESIDE,NONE
LARCENY/THEFT,Wednesday,22:15,MISSION,NONE
OTHER OFFENSES,Friday,16:57,MISSION,"ARREST, BOOKED"
VANDALISM,Tuesday,00:01,MISSION,NONE
BURGLARY,Monday,14:30,NORTHERN,"ARREST, BOOKED"
"SEX OFFENSES, FORCIBLE",Saturday,03:00,NORTHERN,"ARREST, BOOKED"
LARCENY/THEFT,Tuesday,22:46,MISSION,NONE
"SEX OFFENSES, FORCIBLE",Monday,17:51,TENDERLOIN,"ARREST, BOOKED"
LARCENY/THEFT,Sunday,13:30,NORTHERN,NONE
OTHER OFFENSES,Saturday,13:55,SOUTHERN,NONE
ASSAULT,Saturday,17:00,TENDERLOIN,NONE
LARCENY/THEFT,Monday,21:00,SOUTHERN,NONE
FORGERY/COUNTERFEITING,Wednesday,14:26,INGLESIDE,NONE
LARCENY/THEFT,Thursday,08:30,BAYVIEW,NONE
LARCENY/THEFT,Monday,02:20,BAYVIEW,NONE
VEHICLE THEFT,Monday,23:30,RICHMOND,NONE
ASSAULT,Friday,23:50,INGLESIDE,NONE
"SEX OFFENSES, FORCIBLE",Friday,18:51,TENDERLOIN,"ARREST, BOOKED"
VEHICLE THEFT,Thursday,15:45,CENTRAL,NONE
LARCENY/THEFT,Monday,12:58,NORTHERN,NONE
LARCENY/THEFT,Saturday,00:01,MISSION,NONE
WARRANTS,Thursday,15:53,TENDERLOIN,"ARREST, BOOKED"
NON-CRIMINAL,Friday,18:00,BAYVIEW,NONE
LARCENY/THEFT,Wednesday,15:00,MISSION,NONE
LARCENY/THEFT,Monday,12:55,PARK,NONE
LARCENY/THEFT,Monday,15:10,CENTRAL,NONE
VANDALISM,Monday,13:15,MISSION,NONE
ASSAULT,Saturday,18:21,TENDERLOIN,NONE
LARCENY/THEFT,Friday,22:00,RICHMOND,NONE
DRUG/NARCOTIC,Friday,11:25,CENTRAL,NONE
LARCENY/THEFT,Saturday,19:30,MISSION,NONE
ASSAULT,Friday,07:01,PARK,NONE
VEHICLE THEFT,Saturday,22:30,MISSION,NONE
LARCENY/THEFT,Saturday,18:00,TARAVAL,NONE
